"admin0_name","admin1_name","admin2_name","iso3","gaul0_code","gaul1_code","gaul2_code","tv","internet","cellphone"
"Algeria","Guelma",\N,"DZA",101,1021,\N,99.0989761352539,23.686670303344727,97.27949523925781
"Algeria","Illizi",\N,"DZA",101,1022,\N,97.00775146484375,23.801084518432617,91.362548828125
"Algeria","Jijel",\N,"DZA",101,1023,\N,99.09990692138672,23.69875717163086,97.298095703125
"Algeria","Khenchela",\N,"DZA",101,1024,\N,98.9638671875,22.426626205444336,95.22583770751953
"Algeria","Laghouat",\N,"DZA",101,1025,\N,97.51126098632812,19.51664924621582,97.02584075927734
"Algeria","M'Sila",\N,"DZA",101,1026,\N,97.54000854492188,19.67397689819336,97.079345703125
"Algeria","Mascara",\N,"DZA",101,1027,\N,98.9921646118164,21.727548599243164,89.07062530517578
"Algeria","Medea",\N,"DZA",101,1028,\N,99.81810760498047,29.584482192993164,93.553466796875
"Algeria","Mila",\N,"DZA",101,1029,\N,99.0976791381836,23.66990089416504,97.25369262695312
"Algeria","Mostaganem",\N,"DZA",101,1030,\N,99.01080322265625,21.898427963256836,89.1528091430664
"Algeria",\N,\N,"DZA",101,\N,\N,97.26612091064453,23.32581329345703,91.53070831298828
"Algeria","Naama",\N,"DZA",101,1031,\N,98.59994506835938,18.284242630004883,87.64095306396484
"Algeria","Oran",\N,"DZA",101,1032,\N,98.99999237060547,21.799999237060547,89.0999984741211
"Algeria","Ouargla",\N,"DZA",101,1033,\N,97.10118865966797,23.803804397583008,91.41085052490234
"Algeria","Oum El Bouaghi",\N,"DZA",101,1034,\N,99.00464630126953,22.46036148071289,95.39287567138672
"Algeria","Relizane",\N,"DZA",101,1035,\N,99.02522277832031,22.028873443603516,89.23039245605469
"Algeria","Saida",\N,"DZA",101,1036,\N,98.6106185913086,18.198204040527344,87.63981628417969
"Algeria","Setif",\N,"DZA",101,1037,\N,98.99240112304688,22.4044189453125,95.34632110595703
"Algeria","Sidi Bel Abbes",\N,"DZA",101,1038,\N,98.98219299316406,21.635278701782227,89.03321838378906
"Algeria","Skikda",\N,"DZA",101,1039,\N,99.0999984741211,23.700000762939453,97.30000305175781
"Algeria","Souk-Ahras",\N,"DZA",101,1040,\N,99.10123443603516,23.707773208618164,97.20868682861328
"Algeria","Tamanrasset",\N,"DZA",101,1041,\N,96.96514892578125,23.79279327392578,91.35517883300781
"Algeria","Tebessa",\N,"DZA",101,1042,\N,98.99869537353516,22.568767547607422,95.32597351074219
"Algeria","Tiaret",\N,"DZA",101,1043,\N,98.58647918701172,18.150493621826172,87.75741577148438
"Algeria","Tindouf",\N,"DZA",101,1044,\N,97.07653045654297,23.81006622314453,91.40802001953125
"Algeria","Tipaza",\N,"DZA",101,1045,\N,99.9000015258789,29.999998092651367,93.49999237060547
"Algeria","Tissemsilt",\N,"DZA",101,1046,\N,98.67823791503906,18.816728591918945,87.95101928710938
"Algeria","Tizi Ouzou",\N,"DZA",101,1047,\N,99.8695297241211,29.74272346496582,93.56092834472656
"Algeria","Tlemcen",\N,"DZA",101,1048,\N,99.01969146728516,22.15985107421875,89.09347534179688
"Angola","Bengo",\N,"AGO",102,1049,\N,48.05442810058594,13.745587348937988,61.13710021972656
"Angola","Benguela",\N,"AGO",102,1050,\N,34.73027420043945,7.012945652008057,55.63630676269531
"Angola","Bié",\N,"AGO",102,1051,\N,29.42845916748047,3.635894298553467,43.7946662902832
"Angola","Cabinda",\N,"AGO",102,1052,\N,67.83843994140625,9.492912292480469,83.10001373291016
"Angola","Cuando Cubango",\N,"AGO",102,1053,\N,54.12138366699219,6.284574031829834,72.64006042480469
"Angola","Cuanza Norte",\N,"AGO",102,1054,\N,46.40932846069336,8.482470512390137,59.455108642578125
"Angola","Cuanza Sul",\N,"AGO",102,1055,\N,30.101158142089844,4.705855369567871,68.77517700195312
"Angola","Cunene",\N,"AGO",102,1056,\N,11.410050392150879,2.563013792037964,81.6893310546875
"Angola","Huambo",\N,"AGO",102,1057,\N,31.582002639770508,7.739968299865723,37.011558532714844
"Angola","Huíla",\N,"AGO",102,1058,\N,32.50067138671875,9.140052795410156,43.72811508178711
"Angola","Luanda",\N,"AGO",102,1059,\N,51.75941467285156,16.459197998046875,64.22756958007812
"Angola","Lunda Norte",\N,"AGO",102,1060,\N,50.46160125732422,6.834444522857666,68.8108139038086
"Angola","Lunda Sul",\N,"AGO",102,1061,\N,64.14570617675781,4.519378662109375,87.1242446899414
"Angola","Malanje",\N,"AGO",102,1062,\N,58.02789306640625,7.866282939910889,63.65869903564453
"Angola","Moxico",\N,"AGO",102,1063,\N,39.999000549316406,5.49883508682251,30.671483993530273
"Angola",\N,\N,"AGO",102,\N,\N,43.69989013671875,6.697676181793213,59.585174560546875
"Angola","Namibe",\N,"AGO",102,1064,\N,54.925167083740234,12.697239875793457,67.84362030029297
"Angola","Uíge",\N,"AGO",102,1065,\N,20.25556755065918,6.013942718505859,36.64784622192383
"Angola","Zaire",\N,"AGO",102,1066,\N,81.70848846435547,9.598447799682617,98.64862823486328
"Benin","Alibori",\N,"BEN",105,1071,\N,24.54006576538086,55.11308288574219,72.99977111816406
"Benin","Atacora",\N,"BEN",105,1072,\N,21.999656677246094,65.7408676147461,74.84376525878906
"Benin","Atlantique",\N,"BEN",105,1073,\N,33.985267639160156,70.21470642089844,86.3714599609375
"Benin","Borgou",\N,"BEN",105,1074,\N,25.198759078979492,55.266456604003906,73.10203552246094
"Benin","Collines",\N,"BEN",105,1075,\N,17.027158737182617,48.047611236572266,80.58168029785156
"Benin","Couffo",\N,"BEN",105,1076,\N,9.718208312988281,35.26354217529297,79.515869140625
"Benin","Donga",\N,"BEN",105,1077,\N,22.23626708984375,65.92184448242188,74.66729736328125
"Benin","Littoral",\N,"BEN",105,1078,\N,35.89999771118164,72.9000015258789,86.99999237060547
"Benin","Mono",\N,"BEN",105,1079,\N,8.659969329833984,36.05036544799805,78.67693328857422
"Benin",\N,\N,"BEN",105,\N,\N,22.327823638916016,56.25337219238281,75.66014099121094
"Benin","Oueme",\N,"BEN",105,1080,\N,20.940587997436523,44.839847564697266,80.9280776977539
"Benin","Plateau",\N,"BEN",105,1081,\N,20.90653419494629,43.946929931640625,80.75704193115234
"Benin","Zou",\N,"BEN",105,1082,\N,16.532190322875977,48.240997314453125,80.42315673828125
"Botswana","Central",\N,"BWA",106,1083,\N,40.30752944946289,44.8315315246582,99.86216735839844
"Botswana","Chobe",\N,"BWA",106,1084,\N,55.1662712097168,57.45674514770508,99.70387268066406
"Botswana","Francistown",\N,"BWA",106,1085,\N,47.20000076293945,49.40000534057617,99.9000015258789
"Botswana","Gaborone",\N,"BWA",106,1086,\N,57.13661193847656,86.12843322753906,99.9000015258789
"Botswana","Ghanzi",\N,"BWA",106,1087,\N,49.573936462402344,28.006744384765625,97.01976013183594
"Botswana","Jwaneng",\N,"BWA",106,1088,\N,46.975738525390625,44.640228271484375,99.9000015258789
"Botswana","Kgalagadi",\N,"BWA",106,1089,\N,51.322357177734375,44.292354583740234,99.88783264160156
"Botswana","Kgatleng",\N,"BWA",106,1090,\N,60.210147857666016,70.28429412841797,99.90000915527344
"Botswana","Kweneng",\N,"BWA",106,1091,\N,47.31201171875,44.08024978637695,99.89752197265625
"Botswana","Lobatse",\N,"BWA",106,1092,\N,54.5,99.9000015258789,99.9000015258789
"Botswana",\N,\N,"BWA",106,\N,\N,46.056053161621094,40.9967155456543,99.29839324951172
"Botswana","North East",\N,"BWA",106,1093,\N,46.461490631103516,48.856109619140625,99.58749389648438
"Botswana","North West",\N,"BWA",106,1094,\N,40.726043701171875,37.54783630371094,99.86206817626953
"Botswana","Orapa",\N,"BWA",106,1095,\N,40.20000076293945,45,99.89999389648438
"Botswana","Selibe Phikwe",\N,"BWA",106,1096,\N,40.20000076293945,45,99.90000915527344
"Botswana","South East",\N,"BWA",106,1097,\N,55.95463943481445,87.93815612792969,99.90000915527344
"Botswana","Southern",\N,"BWA",106,1098,\N,49.42791748046875,46.980735778808594,99.9000015258789
"Botswana","Sowa Town",\N,"BWA",106,1099,\N,40.20000076293945,45,99.9000015258789
"Burkina Faso","Boucle Du Mouhoun",\N,"BFA",108,1101,\N,31.982690811157227,18.889408111572266,98.70198822021484
"Burkina Faso","Cascades",\N,"BFA",108,1102,\N,57.710479736328125,17.192588806152344,99.0748519897461
"Burkina Faso","Centre",\N,"BFA",108,1103,\N,60.93838119506836,34.271854400634766,99.32022094726562
"Burkina Faso","Centre-Est",\N,"BFA",108,1104,\N,27.522205352783203,31.543025970458984,98.72760772705078
"Burkina Faso","Centre-Nord",\N,"BFA",108,1105,\N,19.75151252746582,10.950006484985352,98.93122100830078
"Burkina Faso","Centre-Ouest",\N,"BFA",108,1106,\N,25.53995704650879,13.830244064331055,97.55033874511719
"Burkina Faso","Centre-Sud",\N,"BFA",108,1107,\N,24.415508270263672,4.964329242706299,98.17497253417969
"Burkina Faso","Est",\N,"BFA",108,1108,\N,11.36235237121582,12.874703407287598,97.41778564453125
"Burkina Faso","Hauts-Bassins",\N,"BFA",108,1109,\N,55.52982711791992,34.2193717956543,98.88301086425781
"Burkina Faso",\N,\N,"BFA",108,\N,\N,27.435274124145508,17.89089012145996,97.78652954101562
"Burkina Faso","Nord",\N,"BFA",108,1110,\N,23.660234451293945,10.248856544494629,98.77845001220703
"Burkina Faso","Plateau-Central",\N,"BFA",108,1111,\N,25.946014404296875,24.168428421020508,99.16216278076172
"Burkina Faso","Sahel",\N,"BFA",108,1112,\N,18.941511154174805,22.977949142456055,96.01244354248047
"Burkina Faso","Sud-Ouest",\N,"BFA",108,1113,\N,18.939067840576172,6.80036735534668,93.46817779541016
"Burundi","Bubanza",\N,"BDI",109,1114,\N,13.59179401397705,0.36000001430511475,73.1954574584961
"Burundi","Bujumbura",\N,"BDI",109,1115,\N,12.824660301208496,0.36000001430511475,73.1666030883789
"Burundi","Bururi",\N,"BDI",109,1116,\N,4.095691204071045,nan,70.72544860839844
"Burundi","Cankuzo",\N,"BDI",109,1117,\N,2.2883827686309814,nan,60.614219665527344
"Burundi","Cibitoke",\N,"BDI",109,1118,\N,13.655799865722656,0.36000001430511475,73.65985107421875
"Burundi","Gitega",\N,"BDI",109,1119,\N,2.271378517150879,nan,54.48222351074219
"Burundi","Karuzi",\N,"BDI",109,1120,\N,2.2903847694396973,nan,53.99067306518555
"Burundi","Kayanza",\N,"BDI",109,1121,\N,3.1364879608154297,nan,46.20808410644531
"Burundi","Kirundo",\N,"BDI",109,1122,\N,3.4110934734344482,nan,47.01080322265625
"Burundi","Mairie De Bujumbura",\N,"BDI",109,1123,\N,13.90000057220459,nan,74.90000915527344
"Burundi","Makamba",\N,"BDI",109,1124,\N,4.591662883758545,nan,72.47418975830078
"Burundi","Muramvya",\N,"BDI",109,1125,\N,3.274531364440918,nan,55.33207702636719
"Burundi","Muyinga",\N,"BDI",109,1126,\N,4.854235649108887,nan,48.53429412841797
"Burundi","Mwaro",\N,"BDI",109,1127,\N,2.421720504760742,nan,55.245574951171875
"Burundi",\N,\N,"BDI",109,\N,\N,4.75894021987915,0.36000001430511475,60.096588134765625
"Burundi","Ngozi",\N,"BDI",109,1128,\N,2.836160898208618,nan,45.27937316894531
"Burundi","Rumonge",\N,"BDI",109,1129,\N,6.849327087402344,nan,73.06770324707031
"Burundi","Rutana",\N,"BDI",109,1130,\N,2.250812292098999,nan,61.22698211669922
"Burundi","Ruyigi",\N,"BDI",109,1131,\N,2.5730581283569336,nan,61.138038635253906
"Cabo Verde","Boavista",\N,"CPV",111,1133,\N,nan,nan,nan
"Cabo Verde","Brava",\N,"CPV",111,1134,\N,nan,nan,nan
"Cabo Verde","Fogo",\N,"CPV",111,1135,\N,86.49999237060547,53.499996185302734,nan
"Cabo Verde","Maio",\N,"CPV",111,1136,\N,nan,nan,nan
"Cabo Verde",\N,\N,"CPV",111,\N,\N,83.20289611816406,43.94304275512695,nan
"Cabo Verde","Sal",\N,"CPV",111,1137,\N,nan,nan,nan
"Cabo Verde","Santiago",\N,"CPV",111,1138,\N,85.78225708007812,39.28705978393555,nan
"Cabo Verde","Santo Antao",\N,"CPV",111,1139,\N,78.19999694824219,42.20000457763672,nan
"Cabo Verde","Sao Nicolau",\N,"CPV",111,1140,\N,nan,nan,nan
"Cabo Verde","Sao Vicente",\N,"CPV",111,1141,\N,83.19999694824219,51.900001525878906,nan
"Cameroon","Adamaoua",\N,"CMR",112,1142,\N,29.750598907470703,8.546340942382812,93.06902313232422
"Cameroon","Centre",\N,"CMR",112,1143,\N,71.17581939697266,20.396556854248047,99.02840423583984
"Cameroon","Est",\N,"CMR",112,1144,\N,40.19457244873047,8.854840278625488,86.06761932373047
"Cameroon","Extrême-Nord",\N,"CMR",112,1145,\N,14.677109718322754,2.747901678085327,81.58979797363281
"Cameroon","Littoral",\N,"CMR",112,1146,\N,82.599853515625,18.244598388671875,97.9218521118164
"Cameroon",\N,\N,"CMR",112,\N,\N,47.95692825317383,10.274662017822266,90.93232727050781
"Cameroon","Nord",\N,"CMR",112,1147,\N,22.527772903442383,3.8015851974487305,89.47964477539062
"Cameroon","Nord-Ouest",\N,"CMR",112,1148,\N,48.7911262512207,7.523886203765869,90.61954498291016
"Cameroon","Ouest",\N,"CMR",112,1149,\N,63.304443359375,9.016302108764648,99.69791412353516
"Cameroon","Sud",\N,"CMR",112,1150,\N,71.68016052246094,9.95456600189209,86.40126037597656
"Cameroon","Sud-Ouest",\N,"CMR",112,1151,\N,98.50628662109375,17.75345802307129,99.53548431396484
"Central African Republic","Bas-Oubangui",\N,"CAF",113,1152,\N,11.113837242126465,5.719844818115234,42.53561019897461
"Central African Republic","Equateur",\N,"CAF",113,1153,\N,0.5275058746337891,1.7414695024490356,26.96465301513672
"Central African Republic","Fertit",\N,"CAF",113,1154,\N,1.1382259130477905,0.7347089648246765,27.586145401000977
"Central African Republic","Haut-Oubangui",\N,"CAF",113,1155,\N,0.3245285451412201,0.363229900598526,11.934941291809082
"Central African Republic","Kagas",\N,"CAF",113,1156,\N,1.9123561382293701,1.4183202981948853,28.316267013549805
"Central African Republic",\N,\N,"CAF",113,\N,\N,1.0392661094665527,1.0601993799209595,23.0704345703125
"Central African Republic","Plateaux",\N,"CAF",113,1157,\N,3.177251100540161,2.397956609725952,30.1055965423584
"Central African Republic","Yadé",\N,"CAF",113,1158,\N,0.236961230635643,1.1306854486465454,17.39794158935547
"Chad","Barh-El-Gazel",\N,"TCD",114,1159,\N,0.016397962346673012,1.0609359741210938,85.44084167480469
"Chad","Batha",\N,"TCD",114,1160,\N,2.1504645347595215,1.1826456785202026,71.70745086669922
"Chad","Borkou",\N,"TCD",114,1161,\N,0.019864285364747047,1.0608985424041748,85.45911407470703
"Chad","Chari-Baguirmi",\N,"TCD",114,1162,\N,0.0624467097222805,1.2808011770248413,78.13832092285156
"Chad","Ennedi Est",\N,"TCD",114,1163,\N,0.10993290692567825,1.0808590650558472,85.37803649902344
"Chad","Ennedi Ouest",\N,"TCD",114,1164,\N,0.06399738043546677,1.0716274976730347,85.43922424316406
"Chad","Guéra",\N,"TCD",114,1165,\N,2.1534128189086914,1.180262565612793,71.42656707763672
"Chad","Hadjer Lamis",\N,"TCD",114,1166,\N,0.2505687177181244,1.3157012462615967,78.8114013671875
"Chad","Hadjer-Lamis",\N,"TCD",114,1167,\N,0.010000000707805157,1.2770123481750488,78.8909912109375
"Chad","Kanem",\N,"TCD",114,1168,\N,0.14605197310447693,1.0601954460144043,85.4701919555664
"Chad","Lac",\N,"TCD",114,1169,\N,0.27385514974594116,1.1691771745681763,84.85667419433594
"Chad","Logone Occidental",\N,"TCD",114,1170,\N,0.06398975849151611,1.9329136610031128,53.999847412109375
"Chad","Logone Oriental",\N,"TCD",114,1171,\N,0.10117217898368835,1.9206868410110474,53.58122253417969
"Chad","Mandoul",\N,"TCD",114,1172,\N,0.010540232993662357,0.9519746899604797,57.05683898925781
"Chad","Mayo-Kebbi Est",\N,"TCD",114,1173,\N,0.6674181818962097,1.7847626209259033,71.16696166992188
"Chad","Mayo-Kebbi Ouest",\N,"TCD",114,1174,\N,0.8890070915222168,1.8172380924224854,71.21554565429688
"Chad","Moyen-Chari",\N,"TCD",114,1175,\N,0.04582086205482483,0.9331297874450684,57.24419403076172
"Chad","N'Djamena",\N,"TCD",114,1176,\N,27.835094451904297,7.987005233764648,81.39794921875
"Chad",\N,\N,"TCD",114,\N,\N,1.0220540761947632,1.2647801637649536,79.19215393066406
"Chad","Ouaddaï",\N,"TCD",114,1177,\N,6.20784330368042,2.364943742752075,78.62744140625
"Chad","Salamat",\N,"TCD",114,1178,\N,2.18206524848938,1.1839964389801025,71.19641876220703
"Chad","Sila",\N,"TCD",114,1179,\N,6.216851234436035,2.3398618698120117,78.4924545288086
"Chad","Tandjilé",\N,"TCD",114,1180,\N,0.015643054619431496,1.9183424711227417,54.206817626953125
"Chad","Tibesti",\N,"TCD",114,1181,\N,0.1269446313381195,1.059999942779541,85.44380950927734
"Chad","Wadi Fira",\N,"TCD",114,1182,\N,6.0896525382995605,2.3524856567382812,78.56682586669922
"Comoros","Anjouan (Ndzouani)",\N,"COM",115,1183,\N,59.29999923706055,37.30000305175781,87.70000457763672
"Comoros","Grande Comore (Ngazidja)",\N,"COM",115,1184,\N,70.0999984741211,46.70000076293945,95.4000015258789
"Comoros","Mohéli (Mwali)",\N,"COM",115,1185,\N,57.30000305175781,49.30000305175781,86.69999694824219
"Comoros",\N,\N,"COM",115,\N,\N,66.20970153808594,45.12702941894531,92.68256378173828
"Congo","Bouenza",\N,"COG",116,1186,\N,35.221736907958984,11.264400482177734,81.22854614257812
"Congo","Brazzaville",\N,"COG",116,1187,\N,36.16435241699219,15.820375442504883,86.25587463378906
"Congo","Cuvette",\N,"COG",116,1188,\N,48.43022537231445,12.44643497467041,93.6934585571289
"Congo","Cuvette-Ouest",\N,"COG",116,1189,\N,31.844318389892578,7.258791446685791,75.0298843383789
"Congo","Kouilou",\N,"COG",116,1190,\N,26.23357582092285,2.716716766357422,91.19723510742188
"Congo","Lekoumou",\N,"COG",116,1191,\N,23.651628494262695,5.197864055633545,75.62089538574219
"Congo","Likouala",\N,"COG",116,1192,\N,25.745885848999023,7.247674942016602,78.45306396484375
"Congo",\N,\N,"COG",116,\N,\N,35.16952896118164,9.870534896850586,84.79116821289062
"Congo","Niari",\N,"COG",116,1193,\N,44.270755767822266,17.420516967773438,82.19744873046875
"Congo","Plateaux",\N,"COG",116,1194,\N,31.513126373291016,8.979726791381836,92.84798431396484
"Congo","Point-Noire",\N,"COG",116,1195,\N,48.7570915222168,23.00156593322754,95.12276458740234
"Congo","Pool",\N,"COG",116,1196,\N,15.335933685302734,4.023573398590088,82.65308380126953
"Congo","Sangha",\N,"COG",116,1197,\N,53.05331802368164,15.492473602294922,89.43061828613281
"Côte D'Ivoire","Abidjan",\N,"CIV",117,1198,\N,47.13429641723633,nan,93.88285827636719
"Côte D'Ivoire","Bas-Sassandra",\N,"CIV",117,1199,\N,54.27801513671875,nan,92.95824432373047
"Côte D'Ivoire","Comoé",\N,"CIV",117,1200,\N,47.40912628173828,32.68153381347656,94.3778076171875
"Côte D'Ivoire","Denguélé",\N,"CIV",117,1201,\N,37.16819381713867,18.399999618530273,90.45569610595703
"Côte D'Ivoire","Gôh-Djiboua",\N,"CIV",117,1202,\N,39.13105010986328,nan,86.25579071044922
"Côte D'Ivoire","Lacs",\N,"CIV",117,1203,\N,41.643165588378906,nan,93.6067123413086
"Côte D'Ivoire","Lagunes",\N,"CIV",117,1204,\N,41.2520637512207,nan,92.6049575805664
"Côte D'Ivoire","Montagnes",\N,"CIV",117,1205,\N,74.26480865478516,nan,95.61822509765625
"Côte D'Ivoire",\N,\N,"CIV",117,\N,\N,49.458404541015625,21.282386779785156,92.97817993164062
"Côte D'Ivoire","Sassandra-Marahoué",\N,"CIV",117,1206,\N,45.97898483276367,nan,94.63126373291016
"Côte D'Ivoire","Savanes",\N,"CIV",117,1207,\N,49.24052047729492,17.598155975341797,96.5476303100586
"Côte D'Ivoire","Vallée Du Bandama",\N,"CIV",117,1208,\N,42.32429504394531,nan,93.82594299316406
"Côte D'Ivoire","Woroba",\N,"CIV",117,1209,\N,41.9773063659668,nan,92.97769927978516
"Côte D'Ivoire","Yamoussoukro",\N,"CIV",117,1210,\N,61.040897369384766,nan,94.59602355957031
"Côte D'Ivoire","Zanzan",\N,"CIV",117,1211,\N,49.49977111816406,18.88640022277832,95.21846008300781
"Democratic Republic of the Congo","Bas-Uélé",\N,"COD",118,1212,\N,7.479002952575684,1.2863901853561401,54.29703140258789
"Democratic Republic of the Congo","Équateur",\N,"COD",118,1237,\N,0.34260138869285583,1.5128196477890015,25.884422302246094
"Democratic Republic of the Congo","Haut-Katanga",\N,"COD",118,1213,\N,18.54106330871582,1.4159910678863525,49.41813659667969
"Democratic Republic of the Congo","Haut-Lomami",\N,"COD",118,1214,\N,18.28594398498535,1.2755852937698364,49.0897331237793
"Democratic Republic of the Congo","Haut-Uélé",\N,"COD",118,1215,\N,7.508735656738281,1.2810852527618408,54.572818756103516
"Democratic Republic of the Congo","Ituri",\N,"COD",118,1216,\N,7.677084445953369,1.2841769456863403,54.715110778808594
"Democratic Republic of the Congo","Kasaï",\N,"COD",118,1217,\N,0.1191091313958168,0.6458665728569031,20.45135498046875
"Democratic Republic of the Congo","Kasaï-Central",\N,"COD",118,1218,\N,0.08515331894159317,0.632522702217102,20.578643798828125
"Democratic Republic of the Congo","Kasaï-Oriental",\N,"COD",118,1219,\N,0.35893768072128296,0.5815364122390747,46.273399353027344
"Democratic Republic of the Congo","Kinshasa",\N,"COD",118,1220,\N,70.43383026123047,3.5589473247528076,74.24501037597656
"Democratic Republic of the Congo","Kongo Central",\N,"COD",118,1221,\N,29.56606101989746,1.0050859451293945,59.716426849365234
"Democratic Republic of the Congo","Kwango",\N,"COD",118,1222,\N,0.6177219152450562,0.9940506219863892,26.670093536376953
"Democratic Republic of the Congo","Kwilu",\N,"COD",118,1223,\N,0.010000000707805157,0.9188646674156189,26.176509857177734
"Democratic Republic of the Congo","Lomami",\N,"COD",118,1224,\N,0.6764305830001831,0.5918483138084412,47.01726531982422
"Democratic Republic of the Congo","Lualaba",\N,"COD",118,1225,\N,18.59238624572754,1.3578321933746338,49.15828323364258
"Democratic Republic of the Congo","Mai-Ndombe",\N,"COD",118,1226,\N,0.11755453050136566,0.9388532042503357,26.343547821044922
"Democratic Republic of the Congo","Maniema",\N,"COD",118,1227,\N,0.3618164658546448,0.11834630370140076,35.2447509765625
"Democratic Republic of the Congo","Mongala",\N,"COD",118,1228,\N,0.08930870145559311,1.438420295715332,25.608596801757812
"Democratic Republic of the Congo",\N,\N,"COD",118,\N,\N,7.859739780426025,1.0850086212158203,41.336273193359375
"Democratic Republic of the Congo","Nord-Kivu",\N,"COD",118,1229,\N,27.950597763061523,0.5569204688072205,54.48198318481445
"Democratic Republic of the Congo","Nord-Ubangi",\N,"COD",118,1230,\N,0.06871350854635239,1.4326351881027222,25.392772674560547
"Democratic Republic of the Congo","Sankuru",\N,"COD",118,1231,\N,0.36482444405555725,0.5818002820014954,46.7510871887207
"Democratic Republic of the Congo","Sud-Kivu",\N,"COD",118,1232,\N,21.350088119506836,0.35961419343948364,61.82589340209961
"Democratic Republic of the Congo","Sud-Ubangi",\N,"COD",118,1233,\N,0.15368029475212097,1.4747002124786377,25.588163375854492
"Democratic Republic of the Congo","Tanganyika",\N,"COD",118,1234,\N,18.380517959594727,1.2793270349502563,49.1020393371582
"Democratic Republic of the Congo","Tshopo",\N,"COD",118,1235,\N,7.487148761749268,1.2854305505752563,54.371376037597656
"Democratic Republic of the Congo","Tshuapa",\N,"COD",118,1236,\N,0.051963530480861664,1.4343196153640747,25.52637481689453
"Djibouti","Ali Sabieh",\N,"DJI",119,1238,\N,31.089475631713867,nan,21.94211196899414
"Djibouti","Arta",\N,"DJI",119,1239,\N,31.964488983154297,nan,19.608402252197266
"Djibouti","Dikhil",\N,"DJI",119,1240,\N,31.11033058166504,nan,19.78326416015625
"Djibouti","Djiboutii",\N,"DJI",119,1241,\N,61.45206069946289,nan,46.16612243652344
"Djibouti",\N,\N,"DJI",119,\N,\N,31.54415512084961,nan,19.93641471862793
"Djibouti","Obock",\N,"DJI",119,1242,\N,31.24007225036621,nan,19.100000381469727
"Djibouti","Tadjoura",\N,"DJI",119,1243,\N,31.327009201049805,nan,19.275388717651367
"Egypt","Al-, Ismailia",\N,"EGY",120,1244,\N,99.8447036743164,nan,99.9000015258789
"Egypt","Alexandria",\N,"EGY",120,1245,\N,99.58531188964844,nan,99.9000015258789
"Egypt","Assiut",\N,"EGY",120,1246,\N,97.60188293457031,nan,99.89999389648438
"Egypt","Aswan",\N,"EGY",120,1247,\N,98.69503784179688,4.25537633895874,99.89038848876953
"Egypt","Behera",\N,"EGY",120,1248,\N,99.13009643554688,nan,99.88703155517578
"Egypt","Beni Suef",\N,"EGY",120,1249,\N,99.85162353515625,nan,99.88699340820312
"Egypt","Bīr Ṭawīl",\N,"EGY",110,1132,\N,96.96060943603516,8.819931983947754,98.2574691772461
"Egypt","Cairo",\N,"EGY",120,1250,\N,99.85199737548828,nan,99.80706024169922
"Egypt","Dakahlia",\N,"EGY",120,1251,\N,98.38727569580078,nan,99.9000015258789
"Egypt","Damietta",\N,"EGY",120,1252,\N,99.17010498046875,nan,99.9000015258789
"Egypt","Fayoum",\N,"EGY",120,1253,\N,98.11619567871094,nan,99.8493423461914
"Egypt","Gharbia",\N,"EGY",120,1254,\N,97.9542236328125,nan,99.9000015258789
